mode,row,col,samples,null_kgram_accuracy,null_surprise,seed,train,block_size,rotation_offset
block_boundary,chr1,chr7,200000,0.00027500000000000002,0.99972499999999997,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr8,200000,0.00027999999999999998,0.99972000000000005,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr9,200000,0.00025000000000000001,0.99975000000000003,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr10,200000,0.00029500000000000001,0.99970499999999995,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr11,200000,0.00033500000000000001,0.99966500000000003,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr12,200000,0.00029999999999999997,0.99970000000000003,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr13,200000,0.00027,0.99973000000000001,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr14,200000,0.00029500000000000001,0.99970499999999995,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr15,200000,0.00022000000000000001,0.99978,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr16,200000,0.00036999999999999999,0.99963000000000002,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr17,200000,0.00027500000000000002,0.99972499999999997,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr18,200000,0.00027999999999999998,0.99972000000000005,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr19,200000,0.00030499999999999999,0.999695,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr20,200000,0.00035500000000000001,0.99964500000000001,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr21,200000,0.00030499999999999999,0.999695,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chr22,200000,0.00029999999999999997,0.99970000000000003,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chrX,200000,0.00025000000000000001,0.99975000000000003,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr1,chrY,200000,0.00022499999999999999,0.99977499999999997,0x4b444e410c19030f,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr1,200000,0.00022000000000000001,0.99978,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr2,200000,0.00024499999999999999,0.99975499999999995,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr3,200000,0.00023000000000000001,0.99977000000000005,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr4,200000,0.00020000000000000001,0.99980000000000002,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr5,200000,0.00022499999999999999,0.99977499999999997,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr6,200000,0.00024000000000000001,0.99975999999999998,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr7,200000,0.00022499999999999999,0.99977499999999997,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr8,200000,0.00026499999999999999,0.99973500000000004,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr9,200000,0.00026499999999999999,0.99973500000000004,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr10,200000,0.00018000000000000001,0.99982000000000004,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr11,200000,0.00025500000000000002,0.99974499999999999,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr12,200000,0.00025000000000000001,0.99975000000000003,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr13,200000,0.00021000000000000001,0.99978999999999996,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr14,200000,0.00023000000000000001,0.99977000000000005,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr15,200000,0.00023499999999999999,0.99976500000000001,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr16,200000,0.00024000000000000001,0.99975999999999998,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr17,200000,0.00022000000000000001,0.99978,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr18,200000,0.000195,0.99980500000000005,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr19,200000,0.000185,0.99981500000000001,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr20,200000,0.00025000000000000001,0.99975000000000003,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr21,200000,0.00022499999999999999,0.99977499999999997,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chr22,200000,0.00022499999999999999,0.99977499999999997,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chrX,200000,0.00025000000000000001,0.99975000000000003,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr2,chrY,200000,0.00023000000000000001,0.99977000000000005,0x4b444e414e554c4c,0.69999999999999996,4096,4096
rotation,chr2,chr1,200000,0.00026499999999999999,0.99973500000000004,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr2,200000,0.000185,0.99981500000000001,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr3,200000,0.00027500000000000002,0.99972499999999997,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr4,200000,0.00023000000000000001,0.99977000000000005,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr5,200000,0.00025500000000000002,0.99974499999999999,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr6,200000,0.00029,0.99970999999999999,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr7,200000,0.00029,0.99970999999999999,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr8,200000,0.00027,0.99973000000000001,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr9,200000,0.00021499999999999999,0.99978500000000003,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr10,200000,0.00023499999999999999,0.99976500000000001,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr11,200000,0.00033,0.99966999999999995,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr12,200000,0.00028499999999999999,0.99971500000000002,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr13,200000,0.00024499999999999999,0.99975499999999995,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr14,200000,0.00033,0.99966999999999995,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr15,200000,0.00027,0.99973000000000001,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr16,200000,0.00034000000000000002,0.99965999999999999,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr17,200000,0.00027,0.99973000000000001,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr18,200000,0.00027500000000000002,0.99972499999999997,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr19,200000,0.00024499999999999999,0.99975499999999995,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr20,200000,0.00021499999999999999,0.99978500000000003,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr21,200000,0.00021499999999999999,0.99978500000000003,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chr22,200000,0.00033500000000000001,0.99966500000000003,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chrX,200000,0.000205,0.99979499999999999,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr2,chrY,200000,0.00033500000000000001,0.99966500000000003,0x4b444e411c010d18,0.69999999999999996,4096,4096
block_boundary,chr2,chr1,200000,0.00030499999999999999,0.999695,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr2,200000,0.00027,0.99973000000000001,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr3,200000,0.00025500000000000002,0.99974499999999999,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr4,200000,0.00027999999999999998,0.99972000000000005,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr5,200000,0.00029,0.99970999999999999,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr6,200000,0.00025999999999999998,0.99973999999999996,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr7,200000,0.00024499999999999999,0.99975499999999995,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr8,200000,0.00029999999999999997,0.99970000000000003,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr9,200000,0.00028499999999999999,0.99971500000000002,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr10,200000,0.00031,0.99968999999999997,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr11,200000,0.00025500000000000002,0.99974499999999999,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr12,200000,0.00027500000000000002,0.99972499999999997,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr13,200000,0.00024499999999999999,0.99975499999999995,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr14,200000,0.00029999999999999997,0.99970000000000003,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr15,200000,0.00025500000000000002,0.99974499999999999,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr16,200000,0.00025000000000000001,0.99975000000000003,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr17,200000,0.00027,0.99973000000000001,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr18,200000,0.00027500000000000002,0.99972499999999997,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr19,200000,0.00031,0.99968999999999997,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr20,200000,0.00033,0.99966999999999995,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr21,200000,0.00022000000000000001,0.99978,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chr22,200000,0.00026499999999999999,0.99973500000000004,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chrX,200000,0.00029999999999999997,0.99970000000000003,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr2,chrY,200000,0.00028499999999999999,0.99971500000000002,0x4b444e410c19030f,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr1,200000,0.000175,0.99982499999999996,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr2,200000,0.000165,0.99983500000000003,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr3,200000,0.00023499999999999999,0.99976500000000001,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr4,200000,0.00023000000000000001,0.99977000000000005,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr5,200000,0.00017000000000000001,0.99983,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr6,200000,0.000205,0.99979499999999999,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr7,200000,0.000195,0.99980500000000005,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr8,200000,0.00029,0.99970999999999999,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr9,200000,0.000195,0.99980500000000005,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr10,200000,0.00022000000000000001,0.99978,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr11,200000,0.000195,0.99980500000000005,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr12,200000,0.000205,0.99979499999999999,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr13,200000,0.00024000000000000001,0.99975999999999998,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr14,200000,0.00025000000000000001,0.99975000000000003,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr15,200000,0.00025000000000000001,0.99975000000000003,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr16,200000,0.00025500000000000002,0.99974499999999999,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr17,200000,0.00031500000000000001,0.99968500000000005,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr18,200000,0.00022000000000000001,0.99978,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr19,200000,0.00018000000000000001,0.99982000000000004,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr20,200000,0.000195,0.99980500000000005,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr21,200000,0.00027500000000000002,0.99972499999999997,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chr22,200000,0.00022000000000000001,0.99978,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chrX,200000,0.00027,0.99973000000000001,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr3,chrY,200000,0.00022499999999999999,0.99977499999999997,0x4b444e414e554c4c,0.69999999999999996,4096,4096
rotation,chr3,chr1,200000,0.00031,0.99968999999999997,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr2,200000,0.00021499999999999999,0.99978500000000003,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr3,200000,0.00025999999999999998,0.99973999999999996,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr4,200000,0.00026499999999999999,0.99973500000000004,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr5,200000,0.000185,0.99981500000000001,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr6,200000,0.00029500000000000001,0.99970499999999995,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr7,200000,0.00033,0.99966999999999995,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr8,200000,0.00022499999999999999,0.99977499999999997,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr9,200000,0.00028499999999999999,0.99971500000000002,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr10,200000,0.00024000000000000001,0.99975999999999998,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr11,200000,0.00022499999999999999,0.99977499999999997,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr12,200000,0.00025000000000000001,0.99975000000000003,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr13,200000,0.000175,0.99982499999999996,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr14,200000,0.00031,0.99968999999999997,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr15,200000,0.00030499999999999999,0.999695,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr16,200000,0.00025000000000000001,0.99975000000000003,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr17,200000,0.00028499999999999999,0.99971500000000002,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr18,200000,0.00025999999999999998,0.99973999999999996,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr19,200000,0.00029,0.99970999999999999,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr20,200000,0.00024000000000000001,0.99975999999999998,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr21,200000,0.00027,0.99973000000000001,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chr22,200000,0.00024499999999999999,0.99975499999999995,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chrX,200000,0.00025500000000000002,0.99974499999999999,0x4b444e411c010d18,0.69999999999999996,4096,4096
rotation,chr3,chrY,200000,0.00029500000000000001,0.99970499999999995,0x4b444e411c010d18,0.69999999999999996,4096,4096
block_boundary,chr3,chr1,200000,0.00029,0.99970999999999999,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr2,200000,0.00025999999999999998,0.99973999999999996,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr3,200000,0.00032499999999999999,0.99967499999999998,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr4,200000,0.000205,0.99979499999999999,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr5,200000,0.00038499999999999998,0.99961500000000003,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr6,200000,0.00029500000000000001,0.99970499999999995,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr7,200000,0.00027999999999999998,0.99972000000000005,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr8,200000,0.00028499999999999999,0.99971500000000002,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr9,200000,0.00027500000000000002,0.99972499999999997,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr10,200000,0.00029500000000000001,0.99970499999999995,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr11,200000,0.00033,0.99966999999999995,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr12,200000,0.00035,0.99965000000000004,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr13,200000,0.00025500000000000002,0.99974499999999999,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr14,200000,0.00029,0.99970999999999999,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr15,200000,0.00027999999999999998,0.99972000000000005,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr16,200000,0.00024000000000000001,0.99975999999999998,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr17,200000,0.00029500000000000001,0.99970499999999995,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr18,200000,0.00029999999999999997,0.99970000000000003,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr19,200000,0.00031500000000000001,0.99968500000000005,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr20,200000,0.00027500000000000002,0.99972499999999997,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr21,200000,0.00027,0.99973000000000001,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chr22,200000,0.00029500000000000001,0.99970499999999995,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chrX,200000,0.00025000000000000001,0.99975000000000003,0x4b444e410c19030f,0.69999999999999996,4096,4096
block_boundary,chr3,chrY,200000,0.00038499999999999998,0.99961500000000003,0x4b444e410c19030f,0.69999999999999996,4096,4096
symbol_shuffle,chr4,chr1,200000,0.00021499999999999999,0.99978500000000003,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr4,chr2,200000,0.00025000000000000001,0.99975000000000003,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr4,chr3,200000,0.00028499999999999999,0.99971500000000002,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr4,chr4,200000,0.00025999999999999998,0.99973999999999996,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr4,chr5,200000,0.00023000000000000001,0.99977000000000005,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr4,chr6,200000,0.00024000000000000001,0.99975999999999998,0x4b444e414e554c4c,0.69999999999999996,4096,4096
symbol_shuffle,chr4,chr7,200000,0.00029500000000000001,0.99970499999999995,0x4b444e414e554c4c,0.69999999999999996,4096,4096
