"mode","row","col","observed_accuracy","observed_lift","observed_surprise","null_accuracy","null_surprise","delta_accuracy","samples"
"rotation","chr1","chr2","0,998641292144968","0,997437855270409","0,0013587078550325","0,00022","0,99978","0,998421292144968","200000"
"rotation","chr1","chr3","0,997988939979797","0,996785503105239","0,00201106002020287","0,000265","0,999735","0,997723939979797","200000"
"rotation","chr1","chr4","0,997639074081078","0,99643563720652","0,00236092591892225","0,00024","0,99976","0,997399074081078","200000"
"rotation","chr1","chr5","0,99738082905245","0,996177392177892","0,00261917094754998","0,0003","0,9997","0,99708082905245","200000"
"rotation","chr1","chr6","0,997548335432466","0,996344898557908","0,00245166456753395","0,00024","0,99976","0,997308335432466","200000"
"rotation","chr1","chr7","0,997529418289912","0,996325981415354","0,00247058171008799","0,00018","0,99982","0,997349418289912","200000"
"rotation","chr1","chr8","0,997099342549752","0,995895905675193","0,00290065745024831","0,00027","0,99973","0,996829342549752","200000"
"rotation","chr1","chr9","0,995879693047668","0,99467625617311","0,00412030695233191","0,00014","0,99986","0,995739693047668","200000"
"rotation","chr1","chr10","0,996913801248662","0,995710364374103","0,00308619875133843","0,00031","0,99969","0,996603801248662","200000"
"rotation","chr1","chr11","0,997025134706904","0,995821697832346","0,00297486529309603","0,000305","0,999695","0,996720134706904","200000"
"rotation","chr1","chr12","0,996376861008248","0,995173424133689","0,00362313899175246","0,00023","0,99977","0,996146861008248","200000"
"rotation","chr1","chr13","0,994220711711208","0,99301727483665","0,00577928828879188","0,00023","0,99977","0,993990711711208","200000"
"rotation","chr1","chr14","0,994152476941659","0,992949040067101","0,0058475230583408","0,00023","0,99977","0,993922476941659","200000"
"rotation","chr1","chr15","0,994200782183349","0,992997345308791","0,0057992178166508","0,000265","0,999735","0,993935782183349","200000"
"rotation","chr1","chr16","0,994538051116346","0,993334614241788","0,00546194888365357","0,000235","0,999765","0,994303051116346","200000"
"rotation","chr1","chr17","0,994511989426069","0,993308552551511","0,00548801057393063","0,00018","0,99982","0,994331989426069","200000"
"rotation","chr1","chr18","0,9929467115809","0,991743274706341","0,00705328841910033","0,000225","0,999775","0,9927217115809","200000"
"rotation","chr1","chr19","0,989731187838186","0,988527750963628","0,0102688121618136","0,000195","0,999805","0,989536187838186","200000"
"rotation","chr1","chr20","0,992104913199892","0,990901476325334","0,00789508680010821","0,000195","0,999805","0,991909913199892","200000"
"rotation","chr1","chr21","0,981921083553099","0,980717646678541","0,0180789164469007","0,0003","0,9997","0,981621083553099","200000"
"rotation","chr1","chr22","0,984447592319958","0,9832441554454","0,0155524076800417","0,000265","0,999735","0,984182592319958","200000"
"rotation","chr1","chrX","0,99662948006711","0,995426043192551","0,00337051993289042","0,00022","0,99978","0,99640948006711","200000"
"rotation","chr1","chrY","0,971694618022324","0,970491181147766","0,0283053819776759","0,00019","0,99981","0,971504618022324","200000"
"block_boundary","chr1","chr1","0,998661785716068","0,997458348841509","0,00133821428393228","0,000315","0,999685","0,998346785716068","200000"
"block_boundary","chr1","chr2","0,998641292144968","0,997437855270409","0,0013587078550325","0,000245","0,999755","0,998396292144968","200000"
"block_boundary","chr1","chr3","0,997988939979797","0,996785503105239","0,00201106002020287","0,00033","0,99967","0,997658939979797","200000"
"block_boundary","chr1","chr4","0,997639074081078","0,99643563720652","0,00236092591892225","0,00024","0,99976","0,997399074081078","200000"
"block_boundary","chr1","chr5","0,99738082905245","0,996177392177892","0,00261917094754998","0,00029","0,99971","0,99709082905245","200000"
"block_boundary","chr1","chr6","0,997548335432466","0,996344898557908","0,00245166456753395","0,00029","0,99971","0,997258335432466","200000"
"block_boundary","chr1","chr7","0,997529418289912","0,996325981415354","0,00247058171008799","0,000275","0,999725","0,997254418289912","200000"
"block_boundary","chr1","chr8","0,997099342549752","0,995895905675193","0,00290065745024831","0,00028","0,99972","0,996819342549752","200000"
"block_boundary","chr1","chr9","0,995879693047668","0,99467625617311","0,00412030695233191","0,00025","0,99975","0,995629693047668","200000"
"block_boundary","chr1","chr10","0,996913801248662","0,995710364374103","0,00308619875133843","0,000295","0,999705","0,996618801248662","200000"
"block_boundary","chr1","chr11","0,997025134706904","0,995821697832346","0,00297486529309603","0,000335","0,999665","0,996690134706904","200000"
"block_boundary","chr1","chr12","0,996376861008248","0,995173424133689","0,00362313899175246","0,0003","0,9997","0,996076861008248","200000"
"block_boundary","chr1","chr13","0,994220711711208","0,99301727483665","0,00577928828879188","0,00027","0,99973","0,993950711711208","200000"
"block_boundary","chr1","chr14","0,994152476941659","0,992949040067101","0,0058475230583408","0,000295","0,999705","0,993857476941659","200000"
"block_boundary","chr1","chr15","0,994200782183349","0,992997345308791","0,0057992178166508","0,00022","0,99978","0,993980782183349","200000"
"block_boundary","chr1","chr16","0,994538051116346","0,993334614241788","0,00546194888365357","0,00037","0,99963","0,994168051116346","200000"
"block_boundary","chr1","chr17","0,994511989426069","0,993308552551511","0,00548801057393063","0,000275","0,999725","0,994236989426069","200000"
"block_boundary","chr1","chr18","0,9929467115809","0,991743274706341","0,00705328841910033","0,00028","0,99972","0,9926667115809","200000"
"block_boundary","chr1","chr19","0,989731187838186","0,988527750963628","0,0102688121618136","0,000305","0,999695","0,989426187838186","200000"
"block_boundary","chr1","chr20","0,992104913199892","0,990901476325334","0,00789508680010821","0,000355","0,999645","0,991749913199892","200000"
"block_boundary","chr1","chr21","0,981921083553099","0,980717646678541","0,0180789164469007","0,000305","0,999695","0,981616083553099","200000"
"block_boundary","chr1","chr22","0,984447592319958","0,9832441554454","0,0155524076800417","0,0003","0,9997","0,984147592319958","200000"
"block_boundary","chr1","chrX","0,99662948006711","0,995426043192551","0,00337051993289042","0,00025","0,99975","0,99637948006711","200000"
"block_boundary","chr1","chrY","0,971694618022324","0,970491181147766","0,0283053819776759","0,000225","0,999775","0,971469618022324","200000"
"symbol_shuffle","chr2","chr1","0,998645965227055","0,997563712960037","0,00135403477294548","0,00022","0,99978","0,998425965227055","200000"
"symbol_shuffle","chr2","chr2","0,998626772917326","0,997544520650309","0,00137322708267428","0,000245","0,999755","0,998381772917326","200000"
"symbol_shuffle","chr2","chr3","0,997962663571656","0,996880411304639","0,00203733642834386","0,00023","0,99977","0,997732663571656","200000"
"symbol_shuffle","chr2","chr4","0,997606767477241","0,996524515210224","0,00239323252275872","0,0002","0,9998","0,997406767477241","200000"
"symbol_shuffle","chr2","chr5","0,997344601912072","0,996262349645055","0,00265539808792769","0,000225","0,999775","0,997119601912072","200000"
"symbol_shuffle","chr2","chr6","0,997517637559425","0,996435385292408","0,00248236244057503","0,00024","0,99976","0,997277637559425","200000"
"symbol_shuffle","chr2","chr7","0,997518829284072","0,996436577017055","0,00248117071592761","0,000225","0,999775","0,997293829284072","200000"
"symbol_shuffle","chr2","chr8","0,997079415463495","0,995997163196478","0,00292058453650524","0,000265","0,999735","0,996814415463495","200000"
"symbol_shuffle","chr2","chr9","0,995842280564103","0,994760028297086","0,00415771943589686","0,000265","0,999735","0,995577280564103","200000"
"symbol_shuffle","chr2","chr10","0,99688128431223","0,995799032045212","0,00311871568777042","0,00018","0,99982","0,99670128431223","200000"
"symbol_shuffle","chr2","chr11","0,997001620787092","0,995919368520075","0,00299837921290772","0,000255","0,999745","0,996746620787092","200000"
"symbol_shuffle","chr2","chr12","0,996341239045262","0,995258986778245","0,00365876095473828","0,00025","0,99975","0,996091239045262","200000"
"symbol_shuffle","chr2","chr13","0,99414365722363","0,993061404956613","0,00585634277637006","0,00021","0,99979","0,99393365722363","200000"
"symbol_shuffle","chr2","chr14","0,994097554108491","0,993015301841474","0,00590244589150919","0,00023","0,99977","0,993867554108491","200000"
"symbol_shuffle","chr2","chr15","0,994178896244309","0,993096643977292","0,00582110375569113","0,000235","0,999765","0,993943896244309","200000"
"symbol_shuffle","chr2","chr16","0,99454460328117","0,993462351014153","0,00545539671883007","0,00024","0,99976","0,99430460328117","200000"
"symbol_shuffle","chr2","chr17","0,994511331991886","0,993429079724868","0,00548866800811443","0,00022","0,99978","0,994291331991886","200000"
"symbol_shuffle","chr2","chr18","0,992907145901089","0,991824893634072","0,00709285409891129","0,000195","0,999805","0,992712145901089","200000"
"symbol_shuffle","chr2","chr19","0,989770498914554","0,988688246647537","0,0102295010854464","0,000185","0,999815","0,989585498914554","200000"
"symbol_shuffle","chr2","chr20","0,992095442843563","0,991013190576545","0,00790455715643746","0,00025","0,99975","0,991845442843563","200000"
"symbol_shuffle","chr2","chr21","0,98191417889181","0,980831926624793","0,01808582110819","0,000225","0,999775","0,98168917889181","200000"
"symbol_shuffle","chr2","chr22","0,984495870196021","0,983413617929004","0,0155041298039789","0,000225","0,999775","0,984270870196021","200000"
"symbol_shuffle","chr2","chrX","0,996582272283834","0,995500020016817","0,003417727716166","0,00025","0,99975","0,996332272283834","200000"
"symbol_shuffle","chr2","chrY","0,971706696997814","0,970624444730797","0,0282933030021858","0,00023","0,99977","0,971476696997814","200000"
"rotation","chr2","chr1","0,998645965227055","0,997563712960037","0,00135403477294548","0,000265","0,999735","0,998380965227055","200000"
"rotation","chr2","chr2","0,998626772917326","0,997544520650309","0,00137322708267428","0,000185","0,999815","0,998441772917326","200000"
"rotation","chr2","chr3","0,997962663571656","0,996880411304639","0,00203733642834386","0,000275","0,999725","0,997687663571656","200000"
"rotation","chr2","chr4","0,997606767477241","0,996524515210224","0,00239323252275872","0,00023","0,99977","0,997376767477241","200000"
"rotation","chr2","chr5","0,997344601912072","0,996262349645055","0,00265539808792769","0,000255","0,999745","0,997089601912072","200000"
"rotation","chr2","chr6","0,997517637559425","0,996435385292408","0,00248236244057503","0,00029","0,99971","0,997227637559425","200000"
"rotation","chr2","chr7","0,997518829284072","0,996436577017055","0,00248117071592761","0,00029","0,99971","0,997228829284072","200000"
"rotation","chr2","chr8","0,997079415463495","0,995997163196478","0,00292058453650524","0,00027","0,99973","0,996809415463495","200000"
"rotation","chr2","chr9","0,995842280564103","0,994760028297086","0,00415771943589686","0,000215","0,999785","0,995627280564103","200000"
"rotation","chr2","chr10","0,99688128431223","0,995799032045212","0,00311871568777042","0,000235","0,999765","0,99664628431223","200000"
"rotation","chr2","chr11","0,997001620787092","0,995919368520075","0,00299837921290772","0,00033","0,99967","0,996671620787092","200000"
"rotation","chr2","chr12","0,996341239045262","0,995258986778245","0,00365876095473828","0,000285","0,999715","0,996056239045262","200000"
"rotation","chr2","chr13","0,99414365722363","0,993061404956613","0,00585634277637006","0,000245","0,999755","0,99389865722363","200000"
"rotation","chr2","chr14","0,994097554108491","0,993015301841474","0,00590244589150919","0,00033","0,99967","0,993767554108491","200000"
"rotation","chr2","chr15","0,994178896244309","0,993096643977292","0,00582110375569113","0,00027","0,99973","0,993908896244309","200000"
"rotation","chr2","chr16","0,99454460328117","0,993462351014153","0,00545539671883007","0,00034","0,99966","0,99420460328117","200000"
"rotation","chr2","chr17","0,994511331991886","0,993429079724868","0,00548866800811443","0,00027","0,99973","0,994241331991886","200000"
"rotation","chr2","chr18","0,992907145901089","0,991824893634072","0,00709285409891129","0,000275","0,999725","0,992632145901089","200000"
"rotation","chr2","chr19","0,989770498914554","0,988688246647537","0,0102295010854464","0,000245","0,999755","0,989525498914554","200000"
"rotation","chr2","chr20","0,992095442843563","0,991013190576545","0,00790455715643746","0,000215","0,999785","0,991880442843563","200000"
"rotation","chr2","chr21","0,98191417889181","0,980831926624793","0,01808582110819","0,000215","0,999785","0,98169917889181","200000"
"rotation","chr2","chr22","0,984495870196021","0,983413617929004","0,0155041298039789","0,000335","0,999665","0,984160870196021","200000"
"rotation","chr2","chrX","0,996582272283834","0,995500020016817","0,003417727716166","0,000205","0,999795","0,996377272283834","200000"
"rotation","chr2","chrY","0,971706696997814","0,970624444730797","0,0282933030021858","0,000335","0,999665","0,971371696997814","200000"
"block_boundary","chr2","chr1","0,998645965227055","0,997563712960037","0,00135403477294548","0,000305","0,999695","0,998340965227055","200000"
"block_boundary","chr2","chr2","0,998626772917326","0,997544520650309","0,00137322708267428","0,00027","0,99973","0,998356772917326","200000"
"block_boundary","chr2","chr3","0,997962663571656","0,996880411304639","0,00203733642834386","0,000255","0,999745","0,997707663571656","200000"
"block_boundary","chr2","chr4","0,997606767477241","0,996524515210224","0,00239323252275872","0,00028","0,99972","0,997326767477241","200000"
"block_boundary","chr2","chr5","0,997344601912072","0,996262349645055","0,00265539808792769","0,00029","0,99971","0,997054601912072","200000"
"block_boundary","chr2","chr6","0,997517637559425","0,996435385292408","0,00248236244057503","0,00026","0,99974","0,997257637559425","200000"
"block_boundary","chr2","chr7","0,997518829284072","0,996436577017055","0,00248117071592761","0,000245","0,999755","0,997273829284072","200000"
"block_boundary","chr2","chr8","0,997079415463495","0,995997163196478","0,00292058453650524","0,0003","0,9997","0,996779415463495","200000"
"block_boundary","chr2","chr9","0,995842280564103","0,994760028297086","0,00415771943589686","0,000285","0,999715","0,995557280564103","200000"
"block_boundary","chr2","chr10","0,99688128431223","0,995799032045212","0,00311871568777042","0,00031","0,99969","0,99657128431223","200000"
"block_boundary","chr2","chr11","0,997001620787092","0,995919368520075","0,00299837921290772","0,000255","0,999745","0,996746620787092","200000"
"block_boundary","chr2","chr12","0,996341239045262","0,995258986778245","0,00365876095473828","0,000275","0,999725","0,996066239045262","200000"
"block_boundary","chr2","chr13","0,99414365722363","0,993061404956613","0,00585634277637006","0,000245","0,999755","0,99389865722363","200000"
"block_boundary","chr2","chr14","0,994097554108491","0,993015301841474","0,00590244589150919","0,0003","0,9997","0,993797554108491","200000"
"block_boundary","chr2","chr15","0,994178896244309","0,993096643977292","0,00582110375569113","0,000255","0,999745","0,993923896244309","200000"
"block_boundary","chr2","chr16","0,99454460328117","0,993462351014153","0,00545539671883007","0,00025","0,99975","0,99429460328117","200000"
"block_boundary","chr2","chr17","0,994511331991886","0,993429079724868","0,00548866800811443","0,00027","0,99973","0,994241331991886","200000"
"block_boundary","chr2","chr18","0,992907145901089","0,991824893634072","0,00709285409891129","0,000275","0,999725","0,992632145901089","200000"
"block_boundary","chr2","chr19","0,989770498914554","0,988688246647537","0,0102295010854464","0,00031","0,99969","0,989460498914554","200000"
"block_boundary","chr2","chr20","0,992095442843563","0,991013190576545","0,00790455715643746","0,00033","0,99967","0,991765442843562","200000"
"block_boundary","chr2","chr21","0,98191417889181","0,980831926624793","0,01808582110819","0,00022","0,99978","0,98169417889181","200000"
"block_boundary","chr2","chr22","0,984495870196021","0,983413617929004","0,0155041298039789","0,000265","0,999735","0,984230870196021","200000"
"block_boundary","chr2","chrX","0,996582272283834","0,995500020016817","0,003417727716166","0,0003","0,9997","0,996282272283834","200000"
"block_boundary","chr2","chrY","0,971706696997814","0,970624444730797","0,0282933030021858","0,000285","0,999715","0,971421696997814","200000"
"symbol_shuffle","chr3","chr1","0,998788253336527","0,997685088354663","0,00121174666347321","0,000175","0,999825","0,998613253336527","200000"
"symbol_shuffle","chr3","chr2","0,998804945267126","0,997701780285262","0,00119505473287409","0,000165","0,999835","0,998639945267126","200000"
"symbol_shuffle","chr3","chr3","0,998247296807463","0,997144131825599","0,00175270319253701","0,000235","0,999765","0,998012296807463","200000"
"symbol_shuffle","chr3","chr4","0,997941558522195","0,996838393540331","0,00205844147780527","0,00023","0,99977","0,997711558522195","200000"
"symbol_shuffle","chr3","chr5","0,997726582609559","0,996623417627695","0,00227341739044078","0,00017","0,99983","0,997556582609559","200000"
"symbol_shuffle","chr3","chr6","0,997851099027335","0,996747934045471","0,00214890097266505","0,000205","0,999795","0,997646099027335","200000"
"symbol_shuffle","chr3","chr7","0,997774538256946","0,996671373275082","0,00222546174305418","0,000195","0,999805","0,997579538256946","200000"
"symbol_shuffle","chr3","chr8","0,99744027898139","0,996337113999526","0,00255972101861026","0,00029","0,99971","0,99715027898139","200000"
"symbol_shuffle","chr3","chr9","0,996364709529951","0,995261544548087","0,00363529047004847","0,000195","0,999805","0,996169709529952","200000"
"symbol_shuffle","chr3","chr10","0,997229072214373","0,996125907232509","0,00277092778562661","0,00022","0,99978","0,997009072214373","200000"
"symbol_shuffle","chr3","chr11","0,997304943096502","0,996201778114638","0,00269505690349813","0,000195","0,999805","0,997109943096502","200000"
"symbol_shuffle","chr3","chr12","0,996816737779563","0,995713572797699","0,00318326222043666","0,000205","0,999795","0,996611737779563","200000"
"symbol_shuffle","chr3","chr13","0,994932602460101","0,993829437478237","0,00506739753989885","0,00024","0,99976","0,994692602460101","200000"
"symbol_shuffle","chr3","chr14","0,994813470536067","0,993710305554203","0,00518652946393293","0,00025","0,99975","0,994563470536067","200000"
"symbol_shuffle","chr3","chr15","0,994743960087171","0,993640795105307","0,00525603991282908","0,00025","0,99975","0,994493960087171","200000"
"symbol_shuffle","chr3","chr16","0,994911687067223","0,993808522085359","0,00508831293277658","0,000255","0,999745","0,994656687067223","200000"
"symbol_shuffle","chr3","chr17","0,99486145983654","0,993758294854675","0,00513854016346044","0,000315","0,999685","0,99454645983654","200000"
"symbol_shuffle","chr3","chr18","0,993698543800686","0,992595378818822","0,00630145619931404","0,00022","0,99978","0,993478543800686","200000"
"symbol_shuffle","chr3","chr19","0,989978262462234","0,98887509748037","0,0100217375377659","0,00018","0,99982","0,989798262462234","200000"
"symbol_shuffle","chr3","chr20","0,99273958229184","0,991636417309976","0,00726041770815956","0,000195","0,999805","0,992544582291841","200000"
"symbol_shuffle","chr3","chr21","0,983713673218507","0,982610508236643","0,0162863267814926","0,000275","0,999725","0,983438673218507","200000"
"symbol_shuffle","chr3","chr22","0,985103057695826","0,983999892713962","0,0148969423041736","0,00022","0,99978","0,984883057695826","200000"
"symbol_shuffle","chr3","chrX","0,997079517900699","0,995976352918835","0,00292048209930104","0,00027","0,99973","0,996809517900699","200000"
"symbol_shuffle","chr3","chrY","0,974046656032516","0,972943491050652","0,0259533439674841","0,000225","0,999775","0,973821656032516","200000"
"rotation","chr3","chr1","0,998788253336527","0,997685088354663","0,00121174666347321","0,00031","0,99969","0,998478253336527","200000"
"rotation","chr3","chr2","0,998804945267126","0,997701780285262","0,00119505473287409","0,000215","0,999785","0,998589945267126","200000"
"rotation","chr3","chr3","0,998247296807463","0,997144131825599","0,00175270319253701","0,00026","0,99974","0,997987296807463","200000"
"rotation","chr3","chr4","0,997941558522195","0,996838393540331","0,00205844147780527","0,000265","0,999735","0,997676558522195","200000"
"rotation","chr3","chr5","0,997726582609559","0,996623417627695","0,00227341739044078","0,000185","0,999815","0,997541582609559","200000"
"rotation","chr3","chr6","0,997851099027335","0,996747934045471","0,00214890097266505","0,000295","0,999705","0,997556099027335","200000"
"rotation","chr3","chr7","0,997774538256946","0,996671373275082","0,00222546174305418","0,00033","0,99967","0,997444538256946","200000"
"rotation","chr3","chr8","0,99744027898139","0,996337113999526","0,00255972101861026","0,000225","0,999775","0,99721527898139","200000"
"rotation","chr3","chr9","0,996364709529951","0,995261544548087","0,00363529047004847","0,000285","0,999715","0,996079709529952","200000"
"rotation","chr3","chr10","0,997229072214373","0,996125907232509","0,00277092778562661","0,00024","0,99976","0,996989072214373","200000"
"rotation","chr3","chr11","0,997304943096502","0,996201778114638","0,00269505690349813","0,000225","0,999775","0,997079943096502","200000"
"rotation","chr3","chr12","0,996816737779563","0,995713572797699","0,00318326222043666","0,00025","0,99975","0,996566737779563","200000"
"rotation","chr3","chr13","0,994932602460101","0,993829437478237","0,00506739753989885","0,000175","0,999825","0,994757602460101","200000"
"rotation","chr3","chr14","0,994813470536067","0,993710305554203","0,00518652946393293","0,00031","0,99969","0,994503470536067","200000"
"rotation","chr3","chr15","0,994743960087171","0,993640795105307","0,00525603991282908","0,000305","0,999695","0,994438960087171","200000"
"rotation","chr3","chr16","0,994911687067223","0,993808522085359","0,00508831293277658","0,00025","0,99975","0,994661687067223","200000"
"rotation","chr3","chr17","0,99486145983654","0,993758294854675","0,00513854016346044","0,000285","0,999715","0,99457645983654","200000"
"rotation","chr3","chr18","0,993698543800686","0,992595378818822","0,00630145619931404","0,00026","0,99974","0,993438543800686","200000"
"rotation","chr3","chr19","0,989978262462234","0,98887509748037","0,0100217375377659","0,00029","0,99971","0,989688262462234","200000"
"rotation","chr3","chr20","0,99273958229184","0,991636417309976","0,00726041770815956","0,00024","0,99976","0,99249958229184","200000"
"rotation","chr3","chr21","0,983713673218507","0,982610508236643","0,0162863267814926","0,00027","0,99973","0,983443673218507","200000"
"rotation","chr3","chr22","0,985103057695826","0,983999892713962","0,0148969423041736","0,000245","0,999755","0,984858057695826","200000"
"rotation","chr3","chrX","0,997079517900699","0,995976352918835","0,00292048209930104","0,000255","0,999745","0,996824517900699","200000"
"rotation","chr3","chrY","0,974046656032516","0,972943491050652","0,0259533439674841","0,000295","0,999705","0,973751656032516","200000"
"block_boundary","chr3","chr1","0,998788253336527","0,997685088354663","0,00121174666347321","0,00029","0,99971","0,998498253336527","200000"
"block_boundary","chr3","chr2","0,998804945267126","0,997701780285262","0,00119505473287409","0,00026","0,99974","0,998544945267126","200000"
"block_boundary","chr3","chr3","0,998247296807463","0,997144131825599","0,00175270319253701","0,000325","0,999675","0,997922296807463","200000"
"block_boundary","chr3","chr4","0,997941558522195","0,996838393540331","0,00205844147780527","0,000205","0,999795","0,997736558522195","200000"
"block_boundary","chr3","chr5","0,997726582609559","0,996623417627695","0,00227341739044078","0,000385","0,999615","0,997341582609559","200000"
"block_boundary","chr3","chr6","0,997851099027335","0,996747934045471","0,00214890097266505","0,000295","0,999705","0,997556099027335","200000"
"block_boundary","chr3","chr7","0,997774538256946","0,996671373275082","0,00222546174305418","0,00028","0,99972","0,997494538256946","200000"
"block_boundary","chr3","chr8","0,99744027898139","0,996337113999526","0,00255972101861026","0,000285","0,999715","0,99715527898139","200000"
"block_boundary","chr3","chr9","0,996364709529951","0,995261544548087","0,00363529047004847","0,000275","0,999725","0,996089709529951","200000"
"block_boundary","chr3","chr10","0,997229072214373","0,996125907232509","0,00277092778562661","0,000295","0,999705","0,996934072214373","200000"
"block_boundary","chr3","chr11","0,997304943096502","0,996201778114638","0,00269505690349813","0,00033","0,99967","0,996974943096502","200000"
"block_boundary","chr3","chr12","0,996816737779563","0,995713572797699","0,00318326222043666","0,00035","0,99965","0,996466737779563","200000"
"block_boundary","chr3","chr13","0,994932602460101","0,993829437478237","0,00506739753989885","0,000255","0,999745","0,994677602460101","200000"
"block_boundary","chr3","chr14","0,994813470536067","0,993710305554203","0,00518652946393293","0,00029","0,99971","0,994523470536067","200000"
"block_boundary","chr3","chr15","0,994743960087171","0,993640795105307","0,00525603991282908","0,00028","0,99972","0,994463960087171","200000"
"block_boundary","chr3","chr16","0,994911687067223","0,993808522085359","0,00508831293277658","0,00024","0,99976","0,994671687067223","200000"
"block_boundary","chr3","chr17","0,99486145983654","0,993758294854675","0,00513854016346044","0,000295","0,999705","0,994566459836539","200000"
"block_boundary","chr3","chr18","0,993698543800686","0,992595378818822","0,00630145619931404","0,0003","0,9997","0,993398543800686","200000"
"block_boundary","chr3","chr19","0,989978262462234","0,98887509748037","0,0100217375377659","0,000315","0,999685","0,989663262462234","200000"
"block_boundary","chr3","chr20","0,99273958229184","0,991636417309976","0,00726041770815956","0,000275","0,999725","0,99246458229184","200000"
"block_boundary","chr3","chr21","0,983713673218507","0,982610508236643","0,0162863267814926","0,00027","0,99973","0,983443673218507","200000"
"block_boundary","chr3","chr22","0,985103057695826","0,983999892713962","0,0148969423041736","0,000295","0,999705","0,984808057695826","200000"
"block_boundary","chr3","chrX","0,997079517900699","0,995976352918835","0,00292048209930104","0,00025","0,99975","0,996829517900699","200000"
"block_boundary","chr3","chrY","0,974046656032516","0,972943491050652","0,0259533439674841","0,000385","0,999615","0,973661656032516","200000"
"symbol_shuffle","chr4","chr1","0,998793129074531","0,997668839445394","0,00120687092546897","0,000215","0,999785","0,998578129074531","200000"
"symbol_shuffle","chr4","chr2","0,998843580783331","0,997719291154194","0,00115641921666941","0,00025","0,99975","0,998593580783331","200000"
"symbol_shuffle","chr4","chr3","0,998314312143212","0,997190022514075","0,0016856878567884","0,000285","0,999715","0,998029312143212","200000"
"symbol_shuffle","chr4","chr4","0,998034719734697","0,99691043010556","0,00196528026530291","0,00026","0,99974","0,997774719734697","200000"
"symbol_shuffle","chr4","chr5","0,997825657831346","0,99670136820221","0,0021743421686537","0,00023","0,99977","0,997595657831346","200000"
"symbol_shuffle","chr4","chr6","0,997928423324549","0,996804133695412","0,00207157667545127","0,00024","0,99976","0,997688423324549","200000"
