"mode","row","col","observed_accuracy","observed_lift","observed_surprise","null_accuracy","null_surprise","delta_accuracy","samples"
"block_boundary","chrY","chr8","0,99743622360128","0,995894878605516","0,00256377639871947","0,00063","0,99937","0,99680622360128","200000"
"block_boundary","chr22","chr15","0,989669822655755","0,988032993985129","0,0103301773442448","0,000625","0,999375","0,989044822655755","200000"
"block_boundary","chr21","chr3","0,996189951469922","0,995223158203532","0,00381004853007844","0,000615","0,999385","0,995574951469921","200000"
"block_boundary","chr21","chr18","0,987764789267838","0,986797996001449","0,0122352107321619","0,000615","0,999385","0,987149789267838","200000"
"block_boundary","chr21","chr21","0,971252971390503","0,970286178124113","0,0287470286094973","0,000605","0,999395","0,970647971390503","200000"
"block_boundary","chr19","chr1","0,997821778236388","0,995564045589054","0,00217822176361186","0,0006","0,9994","0,997221778236388","200000"
"block_boundary","chr19","chr3","0,996297952720228","0,994040220072893","0,00370204727977239","0,0006","0,9994","0,995697952720228","200000"
"block_boundary","chr22","chr11","0,994725528372875","0,993088699702249","0,00527447162712551","0,000595","0,999405","0,994130528372875","200000"
"block_boundary","chr21","chr15","0,990549922187569","0,989583128921179","0,0094500778124313","0,000595","0,999405","0,989954922187569","200000"
"block_boundary","chr19","chr2","0,997492156000354","0,99523442335302","0,00250784399964614","0,000595","0,999405","0,996897156000354","200000"
"block_boundary","chrY","chr1","0,99875155345971","0,997210208463945","0,00124844654029001","0,000595","0,999405","0,99815655345971","200000"
"block_boundary","chr21","chr2","0,997487684548836","0,996520891282447","0,00251231545116409","0,00059","0,99941","0,996897684548836","200000"
"block_boundary","chr22","chr5","0,994196319165673","0,992559490495047","0,00580368083432721","0,00059","0,99941","0,993606319165673","200000"
"block_boundary","chr22","chr4","0,994891347825284","0,993254519154658","0,00510865217471616","0,000585","0,999415","0,994306347825284","200000"
"block_boundary","chr21","chr12","0,993348858124606","0,992382064858216","0,00665114187539434","0,000585","0,999415","0,992763858124606","200000"
"block_boundary","chr21","chr7","0,995767046975825","0,994800253709436","0,00423295302417457","0,000585","0,999415","0,995182046975825","200000"
"block_boundary","chr21","chr1","0,997733810640563","0,996767017374174","0,00226618935943689","0,000585","0,999415","0,997148810640563","200000"
"rotation","chrY","chr12","0,996761964037471","0,995220619041706","0,00323803596252919","0,00058","0,99942","0,996181964037471","200000"
"block_boundary","chr21","chr14","0,989539142197354","0,988572348930965","0,0104608578026461","0,00058","0,99942","0,988959142197354","200000"
"block_boundary","chr22","chrY","0,952798062806586","0,95116123413596","0,0472019371934138","0,00058","0,99942","0,952218062806586","200000"
"block_boundary","chr22","chr3","0,99573253254228","0,994095703871654","0,00426746745771966","0,000575","0,999425","0,99515753254228","200000"
"block_boundary","chr22","chr2","0,997183708119629","0,995546879449003","0,00281629188037131","0,000565","0,999435","0,996618708119629","200000"
"block_boundary","chr21","chr9","0,992606571766211","0,991639778499822","0,00739342823378919","0,000565","0,999435","0,992041571766211","200000"
"block_boundary","chr22","chrX","0,992602477570748","0,990965648900122","0,00739752242925157","0,000565","0,999435","0,992037477570748","200000"
"block_boundary","chr22","chr14","0,988260612679042","0,986623784008416","0,0117393873209578","0,000565","0,999435","0,987695612679042","200000"
