"row","col","n","train_n","unique_variants","grammar_edges","test_transitions","entropy_raw","baseline_accuracy","kgram_accuracy","lift","out_of_grammar","surprise_rate","compression_ratio","is_self"
"chr2","chr3","240547740","168383418","528775","2306226","72164321","16,4125333262438","0,0010822522670171","0,997962663571656","0,996880411304639","147023","0,00203733642834386","454,91511512458","False"
"chr3","chr4","198099715","138669800","524473","2277542","59429914","16,3847066221803","0,00110316498186418","0,997941558522195","0,996838393540331","122333","0,00205844147780527","377,711941320144","False"
"chr8","chr3","144767971","101337579","521302","2306226","43430391","16,4125441001416","0,00105617285370514","0,997883302501237","0,996827129647532","91929","0,00211669749876302","277,704614599599","False"
"chr4","chr6","189752412","132826688","522911","2272646","56925723","16,3335238608365","0,00112428962913655","0,997928423324549","0,996804133695412","117926","0,00207157667545127","362,877070859095","False"
"chr6","chr3","170078297","119054807","523522","2306226","51023489","16,3880976124483","0,00111476108582069","0,997907885131101","0,99679312404528","106747","0,00209211486889891","324,873256520261","False"
"chr11","chr3","134533502","94173451","521158","2306226","40360050","16,4314763452747","0,00107408192011655","0,997866305913893","0,996792223993776","86116","0,00213369408610743","258,14340756546","False"
"chrX","chr4","154892552","108424786","518905","2277542","46467765","16,3430698202026","0,00110377591863951","0,997892582094275","0,996788806175636","97927","0,00210741790572454","298,498862026768","False"
"chr1","chr3","230478786","161335150","528881","2306226","69143635","16,4364904495584","0,0012034368745583","0,997988939979797","0,996785503105239","139052","0,00201106002020287","435,785717392003","False"
"chr21","chr1","40087854","28061497","489024","2377244","12026356","16,3738072062077","0,000966793266389254","0,997733810640563","0,996767017374174","27254","0,00226618935943689","81,9752282096584","False"
"chr3","chr6","198099715","138669800","524473","2272646","59429914","16,3847066221803","0,00110316498186418","0,997851099027335","0,996747934045471","127709","0,00214890097266505","377,711941320144","False"
"chr5","chr3","181264838","126885386","523551","2306226","54379451","16,3752672992839","0,00103748748769089","0,997772669679949","0,996735182192259","121121","0,00222733032005049","346,22193062376","False"
"chrY","chr3","26414161","18489912","454827","2306226","7924248","16,3069880725748","0,0015413449957649","0,998259645584035","0,99671830058827","13791","0,00174035441596477","58,0751824320016","False"
"chr4","chr7","189752412","132826688","522911","2273356","56925723","16,3335238608365","0,00112428962913655","0,997842346244772","0,996718056615636","122826","0,00215765375522767","362,877070859095","False"
"chr4","chr5","189752412","132826688","522911","2259125","56925723","16,3335238608365","0,00112428962913655","0,997825657831346","0,99670136820221","123776","0,0021743421686537","362,877070859095","False"
"chrX","chr6","154892552","108424786","518905","2272646","46467765","16,3430698202026","0,00110377591863951","0,997788466908189","0,996684690989549","102765","0,00221153309181107","298,498862026768","False"
"chr3","chr7","198099715","138669800","524473","2273356","59429914","16,3847066221803","0,00110316498186418","0,997774538256946","0,996671373275082","132259","0,00222546174305418","377,711941320144","False"
"chrX","chr7","154892552","108424786","518905","2273356","46467765","16,3430698202026","0,00110377591863951","0,997735096577165","0,996631320658525","105245","0,00226490342283516","298,498862026768","False"
"chr7","chr3","158969846","111278892","523371","2306226","47690953","16,3773399766705","0,0011598006858869","0,997783961247325","0,996624160561438","105685","0,00221603875267496","303,742175244712","False"
"chr3","chr5","198099715","138669800","524473","2259125","59429914","16,3847066221803","0,00110316498186418","0,997726582609559","0,996623417627695","135109","0,00227341739044078","377,711941320144","False"
"chr13","chr3","97982809","68587966","511450","2306226","29394842","16,3425472661166","0,00112332633051744","0,997707829149073","0,996584502818556","67378","0,00229217085092684","191,578471013784","False"
"chrX","chr5","154892552","108424786","518905","2259125","46467765","16,3430698202026","0,00110377591863951","0,997647487457165","0,996543711538526","109316","0,0023525125428348","298,498862026768","False"
"chr18","chr3","80088870","56062209","507534","2306226","24026660","16,277703819702","0,00111201473696302","0,997654397240399","0,996542382503436","56357","0,00234560275960121","157,800009457494","False"
"chr2","chr4","240547740","168383418","528775","2277542","72164321","16,4125333262438","0,0010822522670171","0,997606767477241","0,996524515210224","172706","0,00239323252275872","454,91511512458","False"
"chr21","chr2","40087854","28061497","489024","2370549","12026356","16,3738072062077","0,000966793266389254","0,997487684548836","0,996520891282447","30214","0,00251231545116409","81,9752282096584","False"
"chr20","chr1","63942922","44760045","507411","2377244","19182876","16,4335072229531","0,00135610530975647","0,997865961287557","0,9965098559778","40937","0,00213403871244333","126,018005127993","False"
"chr6","chr4","170078297","119054807","523522","2277542","51023489","16,3880976124483","0,00111476108582069","0,997553773713907","0,996439012628086","124815","0,00244622628609345","324,873256520261","False"
"chr2","chr7","240547740","168383418","528775","2273356","72164321","16,4125333262438","0,0010822522670171","0,997518829284072","0,996436577017055","179052","0,00248117071592761","454,91511512458","False"
"chr1","chr4","230478786","161335150","528881","2277542","69143635","16,4364904495584","0,0012034368745583","0,997639074081078","0,99643563720652","163243","0,00236092591892225","435,785717392003","False"
"chr2","chr6","240547740","168383418","528775","2272646","72164321","16,4125333262438","0,0010822522670171","0,997517637559425","0,996435385292408","179138","0,00248236244057503","454,91511512458","False"
"chr8","chr4","144767971","101337579","521302","2277542","43430391","16,4125441001416","0,00105617285370514","0,997490190682373","0,996434017828667","109002","0,00250980931762737","277,704614599599","False"
"chr4","chr8","189752412","132826688","522911","2241038","56925723","16,3335238608365","0,00112428962913655","0,997534752435204","0,996410462806067","140336","0,00246524756479597","362,877070859095","False"
"chr12","chr3","133137381","93196166","520099","2306226","39941214","16,3805179102583","0,00095277524614049","0,997360621036707","0,996407845790566","105420","0,0026393789632934","255,984689453354","False"
"chr11","chr4","134533502","94173451","521158","2277542","40360050","16,4314763452747","0,00107408192011655","0,997466108193622","0,996392026273506","102268","0,00253389180637784","258,14340756546","False"
"chrY","chr4","26414161","18489912","454827","2277542","7924248","16,3069880725748","0,0015413449957649","0,997927752892136","0,996386407896371","16421","0,00207224710786437","58,0751824320016","False"
"chr8","chr7","144767971","101337579","521302","2273356","43430391","16,4125441001416","0,00105617285370514","0,997414690556205","0,9963585177025","112281","0,00258530944379478","277,704614599599","False"
"chr8","chr6","144767971","101337579","521302","2272646","43430391","16,4125441001416","0,00105617285370514","0,997413953744971","0,996357780891266","112313","0,00258604625502911","277,704614599599","False"
"chr1","chr6","230478786","161335150","528881","2272646","69143635","16,4364904495584","0,0012034368745583","0,997548335432466","0,996344898557908","169517","0,00245166456753395","435,785717392003","False"
"chr3","chr8","198099715","138669800","524473","2241038","59429914","16,3847066221803","0,00110316498186418","0,99744027898139","0,996337113999526","152124","0,00255972101861026","377,711941320144","False"
"chr5","chr4","181264838","126885386","523551","2277542","54379451","16,3752672992839","0,00103748748769089","0,997373217320638","0,996335729832947","142843","0,00262678267936173","346,22193062376","False"
"chr1","chr7","230478786","161335150","528881","2273356","69143635","16,4364904495584","0,0012034368745583","0,997529418289912","0,996325981415354","170825","0,00247058171008799","435,785717392003","False"
"chr6","chr7","170078297","119054807","523522","2273356","51023489","16,3880976124483","0,00111476108582069","0,997438277888053","0,996323516802232","130708","0,0025617221119473","324,873256520261","False"
"chr11","chr6","134533502","94173451","521158","2272646","40360050","16,4314763452747","0,00107408192011655","0,997389349121223","0,996315267201106","105366","0,0026106508787774","258,14340756546","False"
"chr20","chr2","63942922","44760045","507411","2370549","19182876","16,4335072229531","0,00135610530975647","0,997666877479686","0,996310772169929","44756","0,00233312252031447","126,018005127993","False"
"chrY","chr6","26414161","18489912","454827","2272646","7924248","16,3069880725748","0,0015413449957649","0,997827554109866","0,996286209114101","17215","0,00217244589013368","58,0751824320016","False"
"chr11","chr7","134533502","94173451","521158","2273356","40360050","16,4314763452747","0,00107408192011655","0,997357832807442","0,996283750887325","106638","0,00264216719255799","258,14340756546","False"
"chr15","chr3","84641066","59248746","511336","2306226","25392319","16,4151677956165","0,00124903912872235","0,997531615761443","0,996282576632721","62678","0,00246838423855655","165,52925278095","False"
"chr5","chr7","181264838","126885386","523551","2273356","54379451","16,3752672992839","0,00103748748769089","0,997313065922641","0,99627557843495","146114","0,00268693407735948","346,22193062376","False"
"chrX","chr8","154892552","108424786","518905","2241038","46467765","16,3430698202026","0,00110377591863951","0,99737461011951","0,99627083420087","121996","0,00262538988049027","298,498862026768","False"
"chr5","chr6","181264838","126885386","523551","2272646","54379451","16,3752672992839","0,00103748748769089","0,997302767915035","0,996265280427344","146674","0,00269723208496533","346,22193062376","False"
"chr2","chr5","240547740","168383418","528775","2259125","72164321","16,4125333262438","0,0010822522670171","0,997344601912072","0,996262349645055","191625","0,00265539808792769","454,91511512458","False"
"chr16","chr1","81805628","57263939","514798","2377244","24541688","16,429818171108","0,00166280330839509","0,997924511142021","0,996261707833626","50936","0,00207548885797913","158,908208656599","False"
"chr7","chr4","158969846","111278892","523371","2277542","47690953","16,3773399766705","0,0011598006858869","0,997410619997466","0,996250819311579","123490","0,00258938000253423","303,742175244712","False"
"chrY","chr7","26414161","18489912","454827","2273356","7924248","16,3069880725748","0,0015413449957649","0,997777833303551","0,996236488307786","17609","0,00222216669644867","58,0751824320016","False"
"chr4","chr11","189752412","132826688","522911","2238941","56925723","16,3335238608365","0,00112428962913655","0,997351970391312","0,996227680762175","150741","0,0026480296086885","362,877070859095","False"
"chr17","chr1","82919499","58043649","514757","2377244","24875849","16,3632952843566","0,00176444229099477","0,997990339947794","0,996225897656799","49992","0,00200966005220566","161,084742898105","False"
"chr3","chr11","198099715","138669800","524473","2238941","59429914","16,3847066221803","0,00110316498186418","0,997304943096502","0,996201778114638","160167","0,00269505690349813","377,711941320144","False"
"chr13","chr4","97982809","68587966","511450","2277542","29394842","16,3425472661166","0,00112332633051744","0,997316740127401","0,996193413796883","78874","0,00268325987259942","191,578471013784","False"
"chr4","chr10","189752412","132826688","522911","2227379","56925723","16,3335238608365","0,00112428962913655","0,997315220748272","0,996190931119136","152833","0,00268477925172773","362,877070859095","False"
"chr6","chr5","170078297","119054807","523522","2259125","51023489","16,3880976124483","0,00111476108582069","0,99729340343621","0,996178642350389","138100","0,00270659656379045","324,873256520261","False"
"chr1","chr5","230478786","161335150","528881","2259125","69143635","16,4364904495584","0,0012034368745583","0,99738082905245","0,996177392177892","181099","0,00261917094754998","435,785717392003","False"
"chrY","chr5","26414161","18489912","454827","2259125","7924248","16,3069880725748","0,0015413449957649","0,997708426086614","0,996167081090849","18159","0,00229157391338585","58,0751824320016","False"
"chrX","chr11","154892552","108424786","518905","2238941","46467765","16,3430698202026","0,00110377591863951","0,997267202328324","0,996163426409684","126987","0,00273279767167627","298,498862026768","False"
"chr7","chr6","158969846","111278892","523371","2272646","47690953","16,3773399766705","0,0011598006858869","0,997305967024815","0,996146166338928","128481","0,00269403297518504","303,742175244712","False"
"chr8","chr5","144767971","101337579","521302","2259125","43430391","16,4125441001416","0,00105617285370514","0,997199817979995","0,99614364512629","121613","0,0028001820200053","277,704614599599","False"
"chr18","chr4","80088870","56062209","507534","2277542","24026660","16,277703819702","0,00111201473696302","0,99724098147641","0,996128966739447","66290","0,00275901852359005","157,800009457494","False"
"chr3","chr10","198099715","138669800","524473","2227379","59429914","16,3847066221803","0,00110316498186418","0,997229072214373","0,996125907232509","164676","0,00277092778562661","377,711941320144","False"
"chr11","chr5","134533502","94173451","521158","2259125","40360050","16,4314763452747","0,00107408192011655","0,997194081771455","0,996119999851338","113247","0,00280591822854531","258,14340756546","False"
"chr13","chr7","97982809","68587966","511450","2273356","29394842","16,3425472661166","0,00112332633051744","0,997243053730311","0,996119727399793","81040","0,00275694626968908","191,578471013784","False"
"chr14","chr3","90567789","63397452","512111","2306226","27170336","16,4004975856765","0,00113815302100055","0,997254984259304","0,996116831238303","74583","0,00274501574069603","176,851871957447","False"
"chr13","chr6","97982809","68587966","511450","2272646","29394842","16,3425472661166","0,00112332633051744","0,997236828148285","0,996113501817768","81223","0,00276317185171466","191,578471013784","False"
"chr9","chr3","121789875","85252912","518838","2306226","36536962","16,4184124615069","0,000947889427697902","0,99705041158047","0,996102522152772","107769","0,00294958841952979","234,735842401675","False"
"chr10","chr3","133261791","93283253","521535","2306226","39978537","16,4322450766873","0,00119329028973722","0,997290596201657","0,99609730591192","108318","0,0027094037983431","255,518404325692","False"
"chr16","chr2","81805628","57263939","514798","2370549","24541688","16,429818171108","0,00166280330839509","0,997726562247878","0,996063758939483","55794","0,00227343775212202","158,908208656599","False"
"chrX","chr10","154892552","108424786","518905","2227379","46467765","16,3430698202026","0,00110377591863951","0,997164980928177","0,996061205009537","131737","0,00283501907182323","298,498862026768","False"
"chr18","chr7","80088870","56062209","507534","2273356","24026660","16,277703819702","0,00111201473696302","0,997162651820936","0,996050637083973","68172","0,00283734817906442","157,800009457494","False"
"chr4","chrX","189752412","132826688","522911","2209384","56925723","16,3335238608365","0,00112428962913655","0,997174054337439","0,996049764708302","160869","0,00282594566256102","362,877070859095","False"
"chr18","chr6","80088870","56062209","507534","2272646","24026660","16,277703819702","0,00111201473696302","0,997154369354708","0,996042354617745","68371","0,00284563064529152","157,800009457494","False"
"chr2","chr8","240547740","168383418","528775","2241038","72164321","16,4125333262438","0,0010822522670171","0,997079415463495","0,995997163196478","210762","0,00292058453650524","454,91511512458","False"
"chr17","chr2","82919499","58043649","514757","2370549","24875849","16,3632952843566","0,00176444229099477","0,99775557409116","0,995991131800165","55832","0,00224442590884034","161,084742898105","False"
"chr3","chrX","198099715","138669800","524473","2209384","59429914","16,3847066221803","0,00110316498186418","0,997079517900699","0,995976352918835","173564","0,00292048209930104","377,711941320144","False"
"chr12","chr7","133137381","93196166","520099","2273356","39941214","16,3805179102583","0,00095277524614049","0,99690082029054","0,995948045044399","123785","0,00309917970946001","255,984689453354","False"
"chr7","chr5","158969846","111278892","523371","2259125","47690953","16,3773399766705","0,0011598006858869","0,997100875715358","0,995941075029471","138262","0,00289912428464158","303,742175244712","False"
"chr12","chr4","133137381","93196166","520099","2277542","39941214","16,3805179102583","0,00095277524614049","0,996887400568245","0,995934625322105","124321","0,00311259943175488","255,984689453354","False"
"chr2","chr11","240547740","168383418","528775","2238941","72164321","16,4125333262438","0,0010822522670171","0,997001620787092","0,995919368520075","216376","0,00299837921290772","454,91511512458","False"
"chr13","chr5","97982809","68587966","511450","2259125","29394842","16,3425472661166","0,00112332633051744","0,997042372263814","0,995919045933297","86939","0,00295762773618582","191,578471013784","False"
"chr6","chr8","170078297","119054807","523522","2241038","51023489","16,3880976124483","0,00111476108582069","0,997024350882787","0,995909589796966","151828","0,00297564911721345","324,873256520261","False"
"chr22","chr1","39159057","27411339","493815","2377244","11747717","16,4064743768306","0,00163682867062596","0,997541564884479","0,995904736213853","28881","0,00245843511552074","79,2990431639379","False"
"chr1","chr8","230478786","161335150","528881","2241038","69143635","16,4364904495584","0,0012034368745583","0,997099342549752","0,995895905675193","200562","0,00290065745024831","435,785717392003","False"
"chrY","chr8","26414161","18489912","454827","2241038","7924248","16,3069880725748","0,0015413449957649","0,99743622360128","0,995894878605516","20316","0,00256377639871947","58,0751824320016","False"
"chr8","chr11","144767971","101337579","521302","2238941","43430391","16,4125441001416","0,00105617285370514","0,996929016826029","0,995872843972323","133374","0,00307098317397142","277,704614599599","False"
"chr12","chr6","133137381","93196166","520099","2272646","39941214","16,3805179102583","0,00095277524614049","0,996805580321119","0,995852805074978","127589","0,00319441967888107","255,984689453354","False"
"chr11","chr8","134533502","94173451","521158","2241038","40360050","16,4314763452747","0,00107408192011655","0,996920221853045","0,995846139932929","124300","0,00307977814695472","258,14340756546","False"
"chr18","chr5","80088870","56062209","507534","2259125","24026660","16,277703819702","0,00111201473696302","0,996950013027196","0,995837998290233","73281","0,00304998697280438","157,800009457494","False"
"chr15","chr4","84641066","59248746","511336","2277542","25392319","16,4151677956165","0,00124903912872235","0,997078132170598","0,995829093041876","74193","0,00292186782940148","165,52925278095","False"
"chr1","chr11","230478786","161335150","528881","2238941","69143635","16,4364904495584","0,0012034368745583","0,997025134706904","0,995821697832346","205693","0,00297486529309603","435,785717392003","False"
"chr4","chr12","189752412","132826688","522911","2192315","56925723","16,3335238608365","0,00112428962913655","0,996924097037819","0,995799807408682","175098","0,00307590296218109","362,877070859095","False"
"chr2","chr10","240547740","168383418","528775","2227379","72164321","16,4125333262438","0,0010822522670171","0,99688128431223","0,995799032045212","225060","0,00311871568777042","454,91511512458","False"
"chr6","chr11","170078297","119054807","523522","2238941","51023489","16,3880976124483","0,00111476108582069","0,996905562455754","0,995790801369934","157889","0,00309443754424555","324,873256520261","False"
"chrY","chr10","26414161","18489912","454827","2227379","7924248","16,3069880725748","0,0015413449957649","0,997328579317558","0,995787234321793","21169","0,00267142068244204","58,0751824320016","False"
"chr5","chr8","181264838","126885386","523551","2241038","54379451","16,3752672992839","0,00103748748769089","0,996816297391454","0,995778809903763","173128","0,00318370260854601","346,22193062376","False"
"chr15","chr7","84641066","59248746","511336","2273356","25392319","16,4151677956165","0,00124903912872235","0,997012639924695","0,995763600795973","75856","0,00298736007530466","165,52925278095","False"
"chr5","chr11","181264838","126885386","523551","2238941","54379451","16,3752672992839","0,00103748748769089","0,99679575654414","0,995758269056449","174245","0,00320424345585982","346,22193062376","False"
"chr15","chr6","84641066","59248746","511336","2272646","25392319","16,4151677956165","0,00124903912872235","0,996983772927553","0,995734733798831","76589","0,00301622707244659","165,52925278095","False"
"chr3","chr12","198099715","138669800","524473","2192315","59429914","16,3847066221803","0,00110316498186418","0,996816737779563","0,995713572797699","189181","0,00318326222043666","377,711941320144","False"
"chr1","chr10","230478786","161335150","528881","2227379","69143635","16,4364904495584","0,0012034368745583","0,996913801248662","0,995710364374103","213391","0,00308619875133843","435,785717392003","False"
"chr8","chr10","144767971","101337579","521302","2227379","43430391","16,4125441001416","0,00105617285370514","0,996761300168815","0,99570512731511","140658","0,00323869983118503","277,704614599599","False"
"chr7","chr8","158969846","111278892","523371","2241038","47690953","16,3773399766705","0,0011598006858869","0,996859110783548","0,995699310097661","149792","0,0031408892164516","303,742175244712","False"
"chr6","chr10","170078297","119054807","523522","2227379","51023489","16,3880976124483","0,00111476108582069","0,996799905235802","0,995685144149982","163280","0,00320009476419772","324,873256520261","False"
"chr9","chr7","121789875","85252912","518838","2273356","36536962","16,4184124615069","0,000947889427697902","0,99660842080959","0,995660531381892","123918","0,00339157919040997","234,735842401675","False"
"chr7","chr11","158969846","111278892","523371","2238941","47690953","16,3773399766705","0,0011598006858869","0,996817635411899","0,995657834726012","151770","0,00318236458810123","303,742175244712","False"
"chrY","chr11","26414161","18489912","454827","2238941","7924248","16,3069880725748","0,0015413449957649","0,99719342453694","0,995652079541175","22240","0,00280657546305971","58,0751824320016","False"
"chr14","chr7","90567789","63397452","512111","2273356","27170336","16,4004975856765","0,00113815302100055","0,996782741295507","0,995644588274507","87414","0,00321725870449302","176,851871957447","False"
"chr13","chr8","97982809","68587966","511450","2241038","29394842","16,3425472661166","0,00112332633051744","0,996755655294898","0,995632328964381","95367","0,00324434470510166","191,578471013784","False"
"chr11","chr10","134533502","94173451","521158","2227379","40360050","16,4314763452747","0,00107408192011655","0,996702060577229","0,995627978657113","133105","0,00329793942277078","258,14340756546","False"
"chrX","chr12","154892552","108424786","518905","2192315","46467765","16,3430698202026","0,00110377591863951","0,996725385866955","0,995621609948316","152164","0,0032746141330447","298,498862026768","False"
"chr14","chr4","90567789","63397452","512111","2277542","27170336","16,4004975856765","0,00113815302100055","0,996759738267499","0,995621585246498","88039","0,00324026173250121","176,851871957447","False"
"chr10","chr7","133261791","93283253","521535","2273356","39978537","16,4322450766873","0,00119329028973722","0,996800358152175","0,995607067862438","127917","0,0031996418478245","255,518404325692","False"
"chr10","chr4","133261791","93283253","521535","2277542","39978537","16,4322450766873","0,00119329028973722","0,99679392970283","0,995600639413093","128174","0,0032060702971697","255,518404325692","False"
"chr5","chr10","181264838","126885386","523551","2227379","54379451","16,3752672992839","0,00103748748769089","0,99661548624314","0,995577998755449","184048","0,0033845137568601","346,22193062376","False"
"chr13","chr11","97982809","68587966","511450","2238941","29394842","16,3425472661166","0,00112332633051744","0,996694113885695","0,995570787555177","97176","0,00330588611430536","191,578471013784","False"
"chr19","chr1","58440638","40908446","506114","2377244","17532191","16,2468128601742","0,00225773264733427","0,997821778236388","0,995564045589054","38189","0,00217822176361186","115,469317189408","False"
"chr12","chr5","133137381","93196166","520099","2259125","39941214","16,3805179102583","0,00095277524614049","0,996513050404527","0,995560275158387","139273","0,00348694959547299","255,984689453354","False"
"chr9","chr4","121789875","85252912","518838","2277542","36536962","16,4184124615069","0,000947889427697902","0,996503869150369","0,995555979722671","127738","0,00349613084963112","234,735842401675","False"
"chr18","chr8","80088870","56062209","507534","2241038","24026660","16,277703819702","0,00111201473696302","0,996664871438644","0,995552856701681","80132","0,00333512856135643","157,800009457494","False"
"chr22","chr2","39159057","27411339","493815","2370549","11747717","16,4064743768306","0,00163682867062596","0,997183708119629","0,995546879449003","33085","0,00281629188037131","79,2990431639379","False"
"chr14","chr6","90567789","63397452","512111","2272646","27170336","16,4004975856765","0,00113815302100055","0,996683368214512","0,995545215193511","90114","0,00331663178548841","176,851871957447","False"
"chr10","chr6","133261791","93283253","521535","2272646","39978537","16,4322450766873","0,00119329028973722","0,996701830284585","0,995508539994848","131856","0,00329816971541505","255,518404325692","False"
"chr9","chr6","121789875","85252912","518838","2272646","36536962","16,4184124615069","0,000947889427697902","0,996449923778556","0,995502034350858","129709","0,00355007622144392","234,735842401675","False"
"chr2","chrX","240547740","168383418","528775","2209384","72164321","16,4125333262438","0,0010822522670171","0,996582272283834","0,995500020016817","246638","0,003417727716166","454,91511512458","False"
"chr18","chr11","80088870","56062209","507534","2238941","24026660","16,277703819702","0,00111201473696302","0,996601774861758","0,995489760124795","81648","0,00339822513824227","157,800009457494","False"
